[DEBUG] 2026-04-27 18:51:06.289 [http-nio-8080-exec-7] Auth - Keys are loaded. Here's e: AQAB
[DEBUG] 2026-04-27 18:51:07.631 [http-nio-8080-exec-7] Auth - Response headers: java.net.http.HttpHeaders@2962f361 { {:status=[200], cache-control=[no-cache, no-store, max-age=0, must-revalidate], content-length=[3870], content-type=[application/json;charset=UTF-8], date=[Mon, 27 Apr 2026 23:51:07 GMT], expires=[0], pragma=[no-cache], set-cookie=[XSRF-TOKEN=56a616a5-1bf6-4004-888e-3463fa9ae137; Path=/; Secure; HttpOnly; SameSite=Lax], strict-transport-security=[max-age=31536000 ; includeSubDomains], x-amz-apigw-id=[cgNw0FGRCYcEnmg=], x-amz-cognito-request-id=[97e5a5e6-70f3-41a9-b133-4bdbfae3f6c6], x-amzn-remapped-connection=[keep-alive], x-amzn-remapped-date=[Mon, 27 Apr 2026 23:51:07 GMT], x-amzn-remapped-server=[Server], x-amzn-requestid=[d98e28dd-0163-4665-96c0-26d33e2b557b], x-content-type-options=[nosniff], x-frame-options=[DENY], x-xss-protection=[1; mode=block]} }
[DEBUG] 2026-04-27 18:51:07.634 [http-nio-8080-exec-7] Auth - Response body: {"id_token":"eyJraWQiOiJ0UTU4MnVCM0ZVMzVZQmNjOUxySnIrSisybTZNVkRhVTgrSXFNb2dPWE9jPSIsImFsZyI6IlJTMjU2In0.eyJhdF9oYXNoIjoiY1dmckJRNDVwODBROFhuMldQQ3BXUSIsInN1YiI6IjkxMWJhNTIwLTYwZjEtNzA1OS1mNGU2LTY4M2E4YzcwMDMyMCIsImVtYWlsX3ZlcmlmaWVkIjp0cnVlLCJpc3MiOiJodHRwczpcL1wvY29nbml0by1pZHAudXMtZWFzdC0yLmFtYXpvbmF3cy5jb21cL3VzLWVhc3QtMl80b24wSE1UWEYiLCJjb2duaXRvOnVzZXJuYW1lIjoiOTExYmE1MjAtNjBmMS03MDU5LWY0ZTYtNjgzYThjNzAwMzIwIiwib3JpZ2luX2p0aSI6IjJlZmQ3NDQyLWU2N2UtNDdkNS04ODJkLTY3NjA2MzZjNzRhMCIsImF1ZCI6IjI4OHJpdDA4ajQwZGhlZWtvM3NtNmFtNzdnIiwidG9rZW5fdXNlIjoiaWQiLCJhdXRoX3RpbWUiOjE3NzczMzM4NjcsImV4cCI6MTc3NzMzNzQ2NywiaWF0IjoxNzc3MzMzODY3LCJqdGkiOiI3NzJmMTdhMC1jM2Y3LTRkMGItYTc0Mi01NzcwNGJhNjYwZWMiLCJlbWFpbCI6Inl5YW5nMjJAbWFkaXNvbmNvbGxlZ2UuZWR1In0.0ACPrihWHMiFcjMPimmbZ8XGfVnybDxhVihfufMgh1wNCIKlLy9e6eS1jO21L3sHsmB4e9P6dcIpOrrm8FrDb_E-BEBKVwtZJ5fR2TQxASCx87pmUD1O58ZuBWC2lXduXm3L8Imhla9ur6TptQEUhLhYZmzuYafO6WIsAjnEdzknFyaykxBtY3n3aAlWyt8a3Z2Len3vmfEhcu9dR91lcV_SDLMIaTC_O8CLBxJ7PKDCf3lvc7RQlnjSRkWlCqMj4CMaX2gYwthr__DU1xNIBOnlQ8zPfgj3lnm91TH6RwlFoowZJq9lt9mDLOMWBvqySAu453UKVDktWFgI2THm0A","access_token":"eyJraWQiOiJVTkFhQzMreDBGaVRDNmtDTTJ6MlwvOTBZVEhta1dmd0xGdklZOWcramRZTT0iLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiI5MTFiYTUyMC02MGYxLTcwNTktZjRlNi02ODNhOGM3MDAzMjAiLCJpc3MiOiJodHRwczpcL1wvY29nbml0by1pZHAudXMtZWFzdC0yLmFtYXpvbmF3cy5jb21cL3VzLWVhc3QtMl80b24wSE1UWEYiLCJ2ZXJzaW9uIjoyLCJjbGllbnRfaWQiOiIyODhyaXQwOGo0MGRoZWVrbzNzbTZhbTc3ZyIsIm9yaWdpbl9qdGkiOiIyZWZkNzQ0Mi1lNjdlLTQ3ZDUtODgyZC02NzYwNjM2Yzc0YTAiLCJ0b2tlbl91c2UiOiJhY2Nlc3MiLCJzY29wZSI6InBob25lIG9wZW5pZCBlbWFpbCIsImF1dGhfdGltZSI6MTc3NzMzMzg2NywiZXhwIjoxNzc3MzM3NDY3LCJpYXQiOjE3NzczMzM4NjcsImp0aSI6IjA2M2JhYTdlLTNiYzQtNGMzOS1hYWQ5LWZiNjQzNjU5NmJiYiIsInVzZXJuYW1lIjoiOTExYmE1MjAtNjBmMS03MDU5LWY0ZTYtNjgzYThjNzAwMzIwIn0.OrgMrlw5SsV3Stq9qsyHi6WUp8EaddQ87lAZKwKZSgQBgAtsmG29s8XiV8-iuZsBVNV33-wWzDwkXkENJr2IqXaAXn659QJb8f377_j4uzF28lf2Ne_9heCi8COxLMdKDyRnyApIbMWEvj_W4ZfpygLlFBlesdKfb1rrtVoD0eI56mEgkphMjaUkx9NzmuwRJDxkdNEaxPaw09jmLuYcP50akPOVRA4GWAKbzEzXUlAxFQEjf-gbpDc5i8xcRMS5mIeSrfe1q1XwbH8lXUIDWaiRyi2s7xs815V2LGOHFG2dIWl3vx1_Fglj49RGbCB1569ZgK61DZcg0lZyXQCHdA","refresh_token":"eyJjdHkiOiJKV1QiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiUlNBLU9BRVAifQ.kB9-ngoQSc5smFE9BeE9Ti5TOxfYg_8YhrG-wIdw4TjiaP5MXCRppPSfnBl5l6MarmbapBilcyanq4GfP4eQVtkcQDYJMHbtonHV8i9ElqM5KsvUZ9T34M2n-cKbGkz7nB0WCphvI1Z0s43dSut_NPcDUaXJyLe6s2pj3f3vgjsMzkRe9BD_eeyMEEMmCjXopSJK6Odz4Mxzz2ZyXpautke0E7OAYHwwluOUco3N2RoKAf3sKXELV1wBkdbD2TTKJyPWB_FmwEOrA4dtCGlZadnSH199iRc5c1vpIqF4g-O1TD0Qka4__TxZMzg5iBLwLLERbJzDstNQLYRmhXvjbw.PpvW1TWq9NnmBB7U.mgQpIYEQ39Rg_BeT9i3QFFoRmCdnkrav6rCK9cgqDERttTZ8QyTSCwB4OOj0zTSLP0ILrvDSVLJQZoWL9t0-c-XuIXeZGGElfu3mFqD3hdoTqIU58rPu91DSi6BrsVPdeGeHd9aMVI8fan3nyc9yVm2CUFbabwGfINProCD9MGfT_BaXBIWsVJhtCvGlpbxZcKhBqQsx6k6J2IiPKg9SG6RzQ4ubrL6L98m_rqWFCi_eNWG2U7uLupCKemGHAiu0N1WYGUaYY68Kh0DqiRvMiBw07K6iVYc5u3s55iT9SHgeJ_ZHnNZ-WuMYOPXvz_DnsXJ3Gv4vWI9lPEYKk19MbJFzUKhFMM90ynlE8L4z6Ch72YiZgJUi2r0m3tDIDywIBvGH1GWo97BPUALG5nKdHOyoO0HzjoUSsp5F5n4p3FglhUNbEZapQHPtsKNHWUym_1f9We3srllF5Oo-XwUseTRlG-QeRM5YJUpA2V7DMMc6pah1gn-QZcXtv8aUUtrtZGXd9Cekw5Q4fPELdlDJeJl5Qn8P1g4Cuer6tbWFrn2EaYpmPIq_Ah_wl_OaLs805djxTdiWVY1hz7I_u4RdlLIxU2u3BZZ0VEar2Coy3MEtbM8_1MdTKCmF-0QVwK7HIYlYWHaBRGsiJ9fDToHBzWGBNBXKM2_cOt-EvGyk_BNU5F1Sl1IPeE7_JQFjFF75FtUBayU_Eo-zr_V2sA55hhd9DMXTP7C6UMNA7zl9f_3qBIc8LL5eiFOU4v00oMv2tr-tUqY6xDi_GUFk-N1IbylPjHf8S4XsbVbxe3t70812ANXr5OJszGvxks_Y7-rD6rDx3W1SqoJ-nrJILHMZRH2bqqYiFsw79jD5xqgSm9__TEB8MGUNKIb5ziBuenoqnet2kiLPzLBmoEE8tGsxYApkPuEMe2VfmMxXjEiWsNoUVbudRAr2zdbImV7h1_9JyOyi8H1Q5GAMJ2cwLpDd-AxJdV0Uakcy_ZIsciQAtStl4Y9J9JqABDTAuiPTXR9HF6DR40PyIAMpzvm56mTxSzkQ9Q-0S-zkRcPfpqUkLchG_VRJTi8XKJzzMPNUgURLUUD3ZDyLCit7PFLxNLhA-_fOp6_A6HFN5efvd3LZdFdbw5XJbO_YepjHTzjtMMCt0qELD9B4TKGK7tXl0MGFpcdTNhVIuUXIg3TaDwyONBngJgxr7I0LJwPYYtDI18wdU3LMqzyh3YbYCa4N9eVFh1dVAg-qGrtGjSc.pCcQ9dJTNa8dhkluks5lXw","expires_in":3600,"token_type":"Bearer"}
[DEBUG] 2026-04-27 18:51:07.707 [http-nio-8080-exec-7] Auth - Id token: eyJraWQiOiJ0UTU4MnVCM0ZVMzVZQmNjOUxySnIrSisybTZNVkRhVTgrSXFNb2dPWE9jPSIsImFsZyI6IlJTMjU2In0.eyJhdF9oYXNoIjoiY1dmckJRNDVwODBROFhuMldQQ3BXUSIsInN1YiI6IjkxMWJhNTIwLTYwZjEtNzA1OS1mNGU2LTY4M2E4YzcwMDMyMCIsImVtYWlsX3ZlcmlmaWVkIjp0cnVlLCJpc3MiOiJodHRwczpcL1wvY29nbml0by1pZHAudXMtZWFzdC0yLmFtYXpvbmF3cy5jb21cL3VzLWVhc3QtMl80b24wSE1UWEYiLCJjb2duaXRvOnVzZXJuYW1lIjoiOTExYmE1MjAtNjBmMS03MDU5LWY0ZTYtNjgzYThjNzAwMzIwIiwib3JpZ2luX2p0aSI6IjJlZmQ3NDQyLWU2N2UtNDdkNS04ODJkLTY3NjA2MzZjNzRhMCIsImF1ZCI6IjI4OHJpdDA4ajQwZGhlZWtvM3NtNmFtNzdnIiwidG9rZW5fdXNlIjoiaWQiLCJhdXRoX3RpbWUiOjE3NzczMzM4NjcsImV4cCI6MTc3NzMzNzQ2NywiaWF0IjoxNzc3MzMzODY3LCJqdGkiOiI3NzJmMTdhMC1jM2Y3LTRkMGItYTc0Mi01NzcwNGJhNjYwZWMiLCJlbWFpbCI6Inl5YW5nMjJAbWFkaXNvbmNvbGxlZ2UuZWR1In0.0ACPrihWHMiFcjMPimmbZ8XGfVnybDxhVihfufMgh1wNCIKlLy9e6eS1jO21L3sHsmB4e9P6dcIpOrrm8FrDb_E-BEBKVwtZJ5fR2TQxASCx87pmUD1O58ZuBWC2lXduXm3L8Imhla9ur6TptQEUhLhYZmzuYafO6WIsAjnEdzknFyaykxBtY3n3aAlWyt8a3Z2Len3vmfEhcu9dR91lcV_SDLMIaTC_O8CLBxJ7PKDCf3lvc7RQlnjSRkWlCqMj4CMaX2gYwthr__DU1xNIBOnlQ8zPfgj3lnm91TH6RwlFoowZJq9lt9mDLOMWBvqySAu453UKVDktWFgI2THm0A
[DEBUG] 2026-04-27 18:51:08.203 [http-nio-8080-exec-7] logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 2026-04-27 18:51:08.329 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2026-04-27 18:51:08.408 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2026-04-27 18:51:08.623 [http-nio-8080-exec-7] Version - HHH000412: Hibernate ORM core version 6.4.3.Final
[DEBUG] 2026-04-27 18:51:08.639 [http-nio-8080-exec-7] Environment - HHH000206: 'hibernate.properties' not found
[DEBUG] 2026-04-27 18:51:08.905 [http-nio-8080-exec-7] LocalXmlResourceResolver - Checking public/system identifiers `-//Hibernate/Hibernate Configuration DTD//EN`/`http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd` as DTD references
[DEBUG] 2026-04-27 18:51:08.959 [http-nio-8080-exec-7] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
